Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price,Origin_Loc,Destination_Loc
Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,10:50am - 11:40am,5/10/2023,5/18/2023,34h 50m (2 stops),13h 10m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,947 ","30.197838, 71.4719683","49.8955367, -97.1384584"
Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,3:00am - 11:40am,5/10/2023,5/18/2023,42h 40m (2 stops),20h 50m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,947 ","30.197838, 71.4719683","49.8955367, -97.1384584"
Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,10:50am - 8:45am,5/10/2023,5/18/2023,55h 55m (2 stops),13h 10m in Dubai (DXB) � 23h in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,947 ","30.197838, 71.4719683","49.8955367, -97.1384584"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,3:00am - 8:50am,5/10/2023,5/18/2023,7h 50m (1 stop),2h 40m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$540 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,3:00am - 12:15pm,5/10/2023,5/18/2023,11h 15m (1 stop),6h 5m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$540 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,10:50am - 8:15pm,5/10/2023,5/18/2023,11h 25m (1 stop),6h 25m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$540 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,10:50am - 4:40pm,5/10/2023,5/18/2023,7h 50m (1 stop),1h 45m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$557 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,3:00am - 11:30am,5/10/2023,5/18/2023,10h 30m (1 stop),4h 15m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$557 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,3:00am - 4:40pm,5/10/2023,5/18/2023,15h 40m (1 stop),9h 25m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$557 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 8:10am,5/10/2023,5/18/2023,7h 10m (1 stop),2h 30m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 11:55am,5/10/2023,5/18/2023,10h 55m (1 stop),6h 15m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 2:25pm,5/10/2023,5/18/2023,13h 25m (1 stop),8h 45m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 3:45am,5/10/2023,5/18/2023,18h 35m (2 stops),10h 55m in Karachi (KHI) � 1h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$521 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 5:15am,5/10/2023,5/18/2023,20h 5m (2 stops),10h 55m in Karachi (KHI) � 3h 15m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$521 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 8:45am,5/10/2023,5/18/2023,23h 35m (2 stops),15h 10m in Karachi (KHI) � 2h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$521 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 7:00am,5/10/2023,5/18/2023,31h 15m (1 stop),20h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$875 ,"30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:00am - 2:25pm,5/10/2023,5/18/2023,15h 25m (1 stop),4h 30m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$921 ,"30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:00am - 4:10pm,5/10/2023,5/18/2023,17h 10m (1 stop),6h 15m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$921 ,"30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,6:55am - 7:15am,5/10/2023,5/18/2023,28h 20m (1 stop),17h 45m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$994 ,"30.197838, 71.4719683","53.4794892, -2.2451148"
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,3:45am - 6:40am,5/10/2023,5/18/2023,30h 55m (1 stop),19h 55m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,045 ","30.197838, 71.4719683","53.4794892, -2.2451148"
Multan,MUX,Manchester,MAN,Pakistan - United Kingdom,MUX-MAN,10:10am - 7:45am,5/10/2023,5/18/2023,25h 35m (2 stops),5h in Karachi (KHI) � 9h 10m in Dubai (DXB),Multiple airlines � Emirates 2113 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,061 ","30.197838, 71.4719683","53.4794892, -2.2451148"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,9:30am - 8:50am,5/10/2023,5/18/2023,32h 20m (2 stops),11h 35m in Karachi (KHI) � 3h 5m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,554 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,9:30am - 6:55pm,5/10/2023,5/18/2023,42h 25m (3 stops),11h 35m in Karachi (KHI) � 10h in Dubai (DXB) � 1h 50m in Milan (MXP),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,554 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,9:30am - 6:55pm,5/10/2023,5/18/2023,42h 25m (3 stops),15h 50m in Karachi (KHI) � 6h in Dubai (DXB) � 1h 50m in Milan (MXP),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,554 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,11:10am - 8:40am,5/10/2023,5/18/2023,31h 30m (1 stop),13h 35m in Abu Dhabi (AUH),Etihad Airways � Etihad Airways 1351 operated by Intersky Luftfahrt,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,"$1,396 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,11:10am - 2:05pm,5/10/2023,5/18/2023,36h 55m (2 stops),13h 45m in Abu Dhabi (AUH) � 3h 40m in Dublin (DUB),Multiple airlines � Etihad Airways 1351 operated by Intersky Luftfahrt,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,614 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,9:30am - 8:40am,5/10/2023,5/18/2023,57h 10m (2 stops),17h 5m in Karachi (KHI) � 21h 40m in Abu Dhabi (AUH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,660 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,9:00am - 9:30am,5/10/2023,5/18/2023,33h 30m (1 stop),16h 10m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,964 ","34.0123846, 71.5787458","43.6534733, -79.383961"
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,3:55am - 9:46am,5/10/2023,5/18/2023,38h 51m (2 stops),9h 35m in Doha (DOH) � 9h 20m in New York (JFK),Qatar Airways � Qatar Airways 2302 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,206 ","34.0123846, 71.5787458","43.6534733, -79.383961"
Peshawar,PEW,Toronto,YYZ,Pakistan - Canada,PEW-YYZ,3:55am - 11:51pm,5/10/2023,5/18/2023,52h 56m (2 stops),9h 35m in Doha (DOH) � 23h 20m in New York (JFK),Qatar Airways � Qatar Airways 9502 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$2,248 ","34.0123846, 71.5787458","43.6534733, -79.383961"
Peshawar,PEW,Vancouver,YVR,Pakistan - Canada,PEW-YVR,3:55am - 3:39pm,5/10/2023,5/18/2023,23h 44m (2 stops),2h 15m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,136 ","34.0123846, 71.5787458","49.2608724, -123.113952"
Peshawar,PEW,Vancouver,YVR,Pakistan - Canada,PEW-YVR,3:55am - 5:04pm,5/10/2023,5/18/2023,25h 9m (2 stops),2h 15m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,136 ","34.0123846, 71.5787458","49.2608724, -123.113952"
Peshawar,PEW,Vancouver,YVR,Pakistan - Canada,PEW-YVR,3:55am - 7:27pm,5/10/2023,5/18/2023,27h 32m (2 stops),2h 30m in Doha (DOH) � 3h 15m in San Francisco (SFO),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,136 ","34.0123846, 71.5787458","49.2608724, -123.113952"
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,7:20am - 12:05pm,5/10/2023,5/18/2023,37h 45m (2 stops),14h 55m in Dubai (DXB) � 4h 30m in Paris (CDG),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,205 ","34.0123846, 71.5787458","45.5031824, -73.5698065"
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,7:20am - 3:05pm,5/10/2023,5/18/2023,40h 45m (2 stops),14h 55m in Dubai (DXB) � 7h 30m in Paris (CDG),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,205 ","34.0123846, 71.5787458","45.5031824, -73.5698065"
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,3:55am - 10:46pm,5/10/2023,5/18/2023,27h 51m (2 stops),2h 20m in Doha (DOH) � 5h 45m in Philadelphia (PHL),"American Airlines � American Airlines 8289 and 8128 operated by Qatar Airways, American Airlines 6105 operated by PIEDMONT AIRLINES AS AMERICAN EAGLE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AA_sq.svg,"$2,329 ","34.0123846, 71.5787458","45.5031824, -73.5698065"
Peshawar,PEW,Calgary,YYC,Pakistan - Canada,PEW-YYC,9:00am - 8:51pm,5/10/2023,5/18/2023,70h 51m (3 stops),22h 25m in Dubai (DXB) � 1h 50m in Milan (MXP) � 22h 30m in New York (JFK),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,143 ","34.0123846, 71.5787458","51.0460954, -114.065465"
Peshawar,PEW,Calgary,YYC,Pakistan - Canada,PEW-YYC,9:00am - 11:08am,5/10/2023,5/18/2023,61h 8m (2 stops),22h 15m in Dubai (DXB) � 15h 10m in Houston (IAH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,148 ","34.0123846, 71.5787458","51.0460954, -114.065465"
Peshawar,PEW,Calgary,YYC,Pakistan - Canada,PEW-YYC,9:00am - 8:51pm,5/10/2023,5/18/2023,46h 51m (2 stops),15h 30m in Dubai (DXB) � 8h 35m in New York (JFK),Emirates � Emirates 4653 operated by WestJet,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,166 ","34.0123846, 71.5787458","51.0460954, -114.065465"
Peshawar,PEW,Edmonton,YEG,Pakistan - Canada,PEW-YEG,7:35am - 3:20pm,5/10/2023,5/18/2023,42h 45m (3 stops),16h in Muscat (MCT) � 1h 25m in Kuwait City (KWI) � 4h 45m in Amsterdam (AMS),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,579 ","34.0123846, 71.5787458","53.5462055, -113.491241"
Peshawar,PEW,Edmonton,YEG,Pakistan - Canada,PEW-YEG,9:00am - 2:51pm,5/10/2023,5/18/2023,64h 51m (2 stops),22h 35m in Dubai (DXB) � 22h 40m in Seattle (SEA),Multiple airlines � Alaska Airlines 2542 operated by HORIZON AIR AS ALASKAHORIZON,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,340 ","34.0123846, 71.5787458","53.5462055, -113.491241"
Peshawar,PEW,Edmonton,YEG,Pakistan - Canada,PEW-YEG,9:00am - 3:45pm,5/10/2023,5/18/2023,65h 45m (2 stops),21h 35m in Dubai (DXB) � 21h 15m in Los Angeles (LAX),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,341 ","34.0123846, 71.5787458","53.5462055, -113.491241"
Peshawar,PEW,Ottawa,YOW,Pakistan - Canada,PEW-YOW,9:00am - 1:13pm,5/10/2023,5/18/2023,37h 13m (2 stops),16h 10m in Dubai (DXB) � 2h 40m in Toronto (YYZ),Emirates � Emirates 5755 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,808 ","34.0123846, 71.5787458","45.4208777, -75.6901106"
Peshawar,PEW,Ottawa,YOW,Pakistan - Canada,PEW-YOW,9:00am - 4:45pm,5/10/2023,5/18/2023,40h 45m (2 stops),16h 10m in Dubai (DXB) � 6h 20m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,877 ","34.0123846, 71.5787458","45.4208777, -75.6901106"
Peshawar,PEW,Ottawa,YOW,Pakistan - Canada,PEW-YOW,3:55am - 7:34pm,5/10/2023,5/18/2023,24h 39m (2 stops),2h 15m in Doha (DOH) � 3h 10m in Boston (BOS),Multiple airlines � Porter Airlines 2346 operated by PORTER AIRLINES INC,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,006 ","34.0123846, 71.5787458","45.4208777, -75.6901106"
Peshawar,PEW,Halifax,YHZ,Pakistan - Canada,PEW-YHZ,9:00am - 6:35pm,5/10/2023,5/18/2023,41h 35m (2 stops),16h 10m in Dubai (DXB) � 6h in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,869 ","34.0123846, 71.5787458","44.648618, -63.5859487"
Peshawar,PEW,Halifax,YHZ,Pakistan - Canada,PEW-YHZ,9:00am - 3:40pm,5/10/2023,5/18/2023,38h 40m (2 stops),14h 35m in Dubai (DXB) � 3h 50m in Newark (EWR),Multiple airlines � United 6623 operated by AIR CANADA EXPRESS - JAZZ,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,187 ","34.0123846, 71.5787458","44.648618, -63.5859487"
Peshawar,PEW,Halifax,YHZ,Pakistan - Canada,PEW-YHZ,3:55am - 10:41pm,5/10/2023,5/18/2023,26h 46m (2 stops),2h 5m in Doha (DOH) � 6h in Montreal (YUL),Multiple airlines � Porter Airlines 2329 operated by PORTER AIRLINES INC,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,285 ","34.0123846, 71.5787458","44.648618, -63.5859487"
Peshawar,PEW,Quebec City,YQB,Pakistan - Canada,PEW-YQB,9:00am - 4:56pm,5/10/2023,5/18/2023,40h 56m (2 stops),16h 10m in Dubai (DXB) � 6h in Toronto (YYZ),Emirates � Emirates 5757 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,378 ","34.0123846, 71.5787458","46.8137431, -71.2084061"
Peshawar,PEW,Quebec City,YQB,Pakistan - Canada,PEW-YQB,9:00am - 11:14pm,5/10/2023,5/18/2023,47h 14m (2 stops),14h 35m in Dubai (DXB) � 12h 44m in Newark (EWR),Multiple airlines � United 3463 operated by REPUBLIC AIRWAYS DBA UNITED EXPRESS,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,104 ","34.0123846, 71.5787458","46.8137431, -71.2084061"
Peshawar,PEW,Quebec City,YQB,Pakistan - Canada,PEW-YQB,3:55am - 6:41pm,5/10/2023,5/18/2023,23h 46m (2 stops),2h 5m in Doha (DOH) � 3h 40m in Montreal (YUL),Multiple airlines � Air Canada 1966 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$4,264 ","34.0123846, 71.5787458","46.8137431, -71.2084061"
Peshawar,PEW,Winnipeg,YWG,Pakistan - Canada,PEW-YWG,9:00am - 2:36pm,5/10/2023,5/18/2023,39h 36m (2 stops),16h 10m in Dubai (DXB) � 3h 30m in Toronto (YYZ),Emirates � Emirates 5775 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,436 ","34.0123846, 71.5787458","49.8955367, -97.1384584"
Peshawar,PEW,Winnipeg,YWG,Pakistan - Canada,PEW-YWG,9:00am - 4:05pm,5/10/2023,5/18/2023,41h 5m (2 stops),16h 10m in Dubai (DXB) � 5h in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,436 ","34.0123846, 71.5787458","49.8955367, -97.1384584"
Peshawar,PEW,Winnipeg,YWG,Pakistan - Canada,PEW-YWG,9:00am - 7:10pm,5/10/2023,5/18/2023,44h 10m (2 stops),16h 10m in Dubai (DXB) � 8h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,436 ","34.0123846, 71.5787458","49.8955367, -97.1384584"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 6:50pm,5/10/2023,5/18/2023,9h 5m (1 stop),2h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$494 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 7:50pm,5/10/2023,5/18/2023,10h 5m (1 stop),3h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$494 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 8:50pm,5/10/2023,5/18/2023,11h 5m (1 stop),4h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$494 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 6:00pm,5/10/2023,5/18/2023,11h 0m (1 stop),4h 40m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$538 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 2:10am,5/10/2023,5/18/2023,19h 10m (1 stop),13h in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$538 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 8:45am,5/10/2023,5/18/2023,25h 45m (1 stop),19h 35m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$538 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,11:45am - 7:10pm,5/10/2023,5/18/2023,9h 25m (1 stop),2h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$590 ,"34.0123846, 71.5787458","26.4367824, 50.1039991"
Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,11:45am - 9:00pm,5/10/2023,5/18/2023,11h 15m (1 stop),4h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$590 ,"34.0123846, 71.5787458","26.4367824, 50.1039991"
Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,11:45am - 11:10pm,5/10/2023,5/18/2023,13h 25m (1 stop),6h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$590 ,"34.0123846, 71.5787458","26.4367824, 50.1039991"
Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,9:00am - 5:15pm,5/10/2023,5/18/2023,9h 15m (1 stop),3h 40m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$334 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,9:00am - 1:15am,5/10/2023,5/18/2023,17h 15m (1 stop),11h 40m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$334 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,9:00am - 3:45am,5/10/2023,5/18/2023,19h 45m (1 stop),14h 10m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$334 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
