Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price,Origin_Loc,Destination_Loc
Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,5:35am - 4:55pm,5/10/2023,5/13/2023,23h 20m (1 stop),3h 15m in Istanbul (IST),Pakistan International Airlines � Pakistan International Airlines 5009 operated by Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,"$1,731 ","31.5656822, 74.3141829","34.0536909, -118.242766"
Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,5:35am - 12:15pm,5/10/2023,5/13/2023,42h 40m (1 stop),22h 15m in Istanbul (IST),Pakistan International Airlines � Pakistan International Airlines 5179 operated by Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,"$1,804 ","31.5656822, 74.3141829","34.0536909, -118.242766"
Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,10:00pm - 2:36pm,5/10/2023,5/13/2023,28h 36m (2 stops),2h 5m in Manama (BAH) � 4h 20m in London (LHR),Gulf Air � Gulf Air 6507 operated by American Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,"$1,852 ","31.5656822, 74.3141829","34.0536909, -118.242766"
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,10:50am - 9:30am,5/10/2023,5/13/2023,31h 40m (1 stop),14h 40m in Dubai (DXB),Emirates � Emirates 2103 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,704 ","30.197838, 71.4719683","43.6534733, -79.383961"
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:00am - 9:30am,5/10/2023,5/13/2023,39h 30m (1 stop),22h 20m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,704 ","30.197838, 71.4719683","43.6534733, -79.383961"
Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,10:50am - 8:05am,5/10/2023,5/13/2023,30h 15m (1 stop),13h 10m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,034 ","30.197838, 71.4719683","43.6534733, -79.383961"
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 3:39pm,5/10/2023,5/13/2023,23h 54m (2 stops),2h 30m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,157 ","30.197838, 71.4719683","49.2608724, -123.113952"
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 5:04pm,5/10/2023,5/13/2023,25h 19m (2 stops),2h 30m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,157 ","30.197838, 71.4719683","49.2608724, -123.113952"
Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 7:34pm,5/10/2023,5/13/2023,27h 49m (2 stops),2h 30m in Doha (DOH) � 6h 5m in Seattle (SEA),Multiple airlines � Alaska Airlines 3371 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,157 ","30.197838, 71.4719683","49.2608724, -123.113952"
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,10:50am - 2:17pm,5/10/2023,5/13/2023,36h 27m (2 stops),13h 10m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 ","30.197838, 71.4719683","45.5031824, -73.5698065"
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,10:50am - 6:17pm,5/10/2023,5/13/2023,40h 27m (2 stops),13h 10m in Dubai (DXB) � 8h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 ","30.197838, 71.4719683","45.5031824, -73.5698065"
Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,3:00am - 2:17pm,5/10/2023,5/13/2023,44h 17m (2 stops),20h 50m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 ","30.197838, 71.4719683","45.5031824, -73.5698065"
Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,3:00am - 8:51pm,5/10/2023,5/13/2023,52h 51m (3 stops),4h 35m in Dubai (DXB) � 1h 50m in Milan (MXP) � 22h 30m in New York (JFK),"Emirates � Emirates 2117 operated by flydubai, Emirates 4653 operated by WestJet",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,978 ","30.197838, 71.4719683","51.0460954, -114.065465"
Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 9:19am,5/10/2023,5/13/2023,57h 29m (2 stops),13h 10m in Dubai (DXB) � 22h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,119 ","30.197838, 71.4719683","51.0460954, -114.065465"
Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 8:51pm,5/10/2023,5/13/2023,45h 1m (2 stops),14h in Dubai (DXB) � 8h 35m in New York (JFK),"Emirates � Emirates 2103 operated by flydubai, Emirates 4653 operated by WestJet",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,137 ","30.197838, 71.4719683","51.0460954, -114.065465"
Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,3:00am - 3:45pm,5/10/2023,5/13/2023,47h 45m (2 stops),3h 45m in Dubai (DXB) � 21h 15m in Los Angeles (LAX),Multiple airlines � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,125 ","30.197838, 71.4719683","53.5462055, -113.491241"
Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,10:50am - 5:05pm,5/10/2023,5/13/2023,41h 15m (2 stops),13h 10m in Dubai (DXB) � 6h 45m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 ","30.197838, 71.4719683","53.5462055, -113.491241"
Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,10:50am - 6:45pm,5/10/2023,5/13/2023,42h 55m (2 stops),13h 10m in Dubai (DXB) � 8h 25m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 ","30.197838, 71.4719683","53.5462055, -113.491241"
Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 1:13pm,5/10/2023,5/13/2023,35h 23m (2 stops),14h 40m in Dubai (DXB) � 2h 40m in Toronto (YYZ),"Emirates � Emirates 2103 operated by flydubai, Emirates 5755 operated by Air Canada",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,977 ","30.197838, 71.4719683","45.4208777, -75.6901106"
Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,3:00am - 1:13pm,5/10/2023,5/13/2023,43h 13m (2 stops),22h 20m in Dubai (DXB) � 2h 40m in Toronto (YYZ),"Emirates � Emirates 2117 operated by flydubai, Emirates 5755 operated by Air Canada",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,977 ","30.197838, 71.4719683","45.4208777, -75.6901106"
Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 4:45pm,5/10/2023,5/13/2023,38h 55m (2 stops),14h 40m in Dubai (DXB) � 6h 20m in Toronto (YYZ),Multiple airlines � Emirates 2103 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,046 ","30.197838, 71.4719683","45.4208777, -75.6901106"
Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 4:56pm,5/10/2023,5/13/2023,39h 6m (2 stops),13h 10m in Dubai (DXB) � 7h 25m in Toronto (YYZ),Multiple airlines � Air Canada 1952 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","46.8137431, -71.2084061"
Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 8:21pm,5/10/2023,5/13/2023,42h 31m (2 stops),13h 10m in Dubai (DXB) � 10h 50m in Toronto (YYZ),Multiple airlines � Air Canada 1954 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","46.8137431, -71.2084061"
Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 9:21pm,5/10/2023,5/13/2023,43h 31m (2 stops),13h 10m in Dubai (DXB) � 11h 50m in Toronto (YYZ),Multiple airlines � Air Canada 1956 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","46.8137431, -71.2084061"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 3:00pm,5/10/2023,5/13/2023,10h 5m (1 stop),5h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$511 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 5:00pm,5/10/2023,5/13/2023,12h 5m (1 stop),7h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$511 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 9:35pm,5/10/2023,5/13/2023,16h 40m (1 stop),11h 50m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$511 ,"30.197838, 71.4719683","24.638916, 46.7160104"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,6:55am - 8:30pm,5/10/2023,5/13/2023,15h 35m (1 stop),9h 40m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$538 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,10:50am - 4:40pm,5/10/2023,5/13/2023,7h 50m (1 stop),1h 45m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$544 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Jeddah,JED,Pakistan - Saudi Arabia,MUX-JED,3:00am - 11:30am,5/10/2023,5/13/2023,10h 30m (1 stop),4h 15m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$544 ,"30.197838, 71.4719683","21.5810088, 39.1653612"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 8:10am,5/10/2023,5/13/2023,7h 10m (1 stop),2h 30m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 11:55am,5/10/2023,5/13/2023,10h 55m (1 stop),6h 15m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Dammam,DMM,Pakistan - Saudi Arabia,MUX-DMM,3:00am - 2:25pm,5/10/2023,5/13/2023,13h 25m (1 stop),8h 45m in Dubai (DXB),flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/FZ_sq.svg,$500 ,"30.197838, 71.4719683","26.4367824, 50.1039991"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 3:45am,5/10/2023,5/13/2023,18h 35m (2 stops),10h 55m in Karachi (KHI) � 1h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$508 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 5:15am,5/10/2023,5/13/2023,20h 5m (2 stops),10h 55m in Karachi (KHI) � 3h 15m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$508 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,Abu Dhabi,AUH,Pakistan - United Arab Emirates,MUX-AUH,10:10am - 8:45am,5/10/2023,5/13/2023,23h 35m (2 stops),15h 10m in Karachi (KHI) � 2h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$508 ,"30.197838, 71.4719683","24.4538352, 54.3774014"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:00am - 2:25pm,5/10/2023,5/13/2023,15h 25m (1 stop),4h 30m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$929 ,"30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:00am - 4:10pm,5/10/2023,5/13/2023,17h 10m (1 stop),6h 15m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$929 ,"30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,London,LHR,Pakistan - United Kingdom,MUX-LHR,3:45am - 7:00am,5/10/2023,5/13/2023,31h 15m (1 stop),20h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,$951 ,"30.197838, 71.4719683","51.5073359, -0.12765"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,9:30am - 8:50am,5/10/2023,5/13/2023,32h 20m (2 stops),11h 35m in Karachi (KHI) � 3h 5m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,564 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,9:30am - 6:55pm,5/10/2023,5/13/2023,42h 25m (3 stops),15h 50m in Karachi (KHI) � 6h in Dubai (DXB) � 1h 50m in Milan (MXP),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,564 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,New York,JFK,Pakistan - United States,MUX-JFK,9:30am - 6:55pm,5/10/2023,5/13/2023,42h 25m (3 stops),11h 35m in Karachi (KHI) � 10h in Dubai (DXB) � 1h 50m in Milan (MXP),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,564 ","30.197838, 71.4719683","40.7127281, -74.0060152"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,6:55am - 9:55am,5/10/2023,5/13/2023,37h 0m (2 stops),16h 40m in Manama (BAH) � 1h 15m in Istanbul (IST),Turkish Airlines � Turkish Airlines 8073 operated by Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,795 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,6:55am - 5:50pm,5/10/2023,5/13/2023,44h 55m (2 stops),16h 40m in Manama (BAH) � 8h 55m in Istanbul (IST),Turkish Airlines � Turkish Airlines 8073 operated by Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/TK_sq.svg,"$1,795 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Multan,MUX,Chicago,ORD,Pakistan - United States,MUX-ORD,11:10am - 8:40am,5/10/2023,5/13/2023,31h 30m (1 stop),13h 35m in Abu Dhabi (AUH),Etihad Airways � Etihad Airways 1351 operated by Intersky Luftfahrt,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EY_sq.svg,"$1,873 ","30.197838, 71.4719683","41.8755616, -87.6244212"
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,9:00am - 4:35pm,5/10/2023,5/13/2023,40h 35m (2 stops),16h 10m in Dubai (DXB) � 5h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,353 ","34.0123846, 71.5787458","45.5031824, -73.5698065"
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,7:20am - 3:05pm,5/10/2023,5/13/2023,40h 45m (2 stops),14h 55m in Dubai (DXB) � 7h 30m in Paris (CDG),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,425 ","34.0123846, 71.5787458","45.5031824, -73.5698065"
Peshawar,PEW,Montreal,YUL,Pakistan - Canada,PEW-YUL,3:55am - 10:46pm,5/10/2023,5/13/2023,27h 51m (2 stops),2h 20m in Doha (DOH) � 5h 45m in Philadelphia (PHL),"American Airlines � American Airlines 8289 and 8128 operated by Qatar Airways, American Airlines 6105 operated by PIEDMONT AIRLINES AS AMERICAN EAGLE",https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AA_sq.svg,"$2,431 ","34.0123846, 71.5787458","45.5031824, -73.5698065"
Peshawar,PEW,Ottawa,YOW,Pakistan - Canada,PEW-YOW,9:00am - 1:13pm,5/10/2023,5/13/2023,37h 13m (2 stops),16h 10m in Dubai (DXB) � 2h 40m in Toronto (YYZ),Emirates � Emirates 5755 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,995 ","34.0123846, 71.5787458","45.4208777, -75.6901106"
Peshawar,PEW,Ottawa,YOW,Pakistan - Canada,PEW-YOW,9:00am - 4:45pm,5/10/2023,5/13/2023,40h 45m (2 stops),16h 10m in Dubai (DXB) � 6h 20m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,064 ","34.0123846, 71.5787458","45.4208777, -75.6901106"
Peshawar,PEW,Ottawa,YOW,Pakistan - Canada,PEW-YOW,3:55am - 7:34pm,5/10/2023,5/13/2023,24h 39m (2 stops),2h 15m in Doha (DOH) � 3h 10m in Boston (BOS),Multiple airlines � Porter Airlines 2346 operated by PORTER AIRLINES INC,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,759 ","34.0123846, 71.5787458","45.4208777, -75.6901106"
Peshawar,PEW,Halifax,YHZ,Pakistan - Canada,PEW-YHZ,9:00am - 6:35pm,5/10/2023,5/13/2023,41h 35m (2 stops),16h 10m in Dubai (DXB) � 6h in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,447 ","34.0123846, 71.5787458","44.648618, -63.5859487"
Peshawar,PEW,Halifax,YHZ,Pakistan - Canada,PEW-YHZ,9:00am - 4:25pm,5/10/2023,5/13/2023,39h 25m (2 stops),16h 10m in Dubai (DXB) � 3h 50m in Toronto (YYZ),Emirates � Emirates 5753 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,961 ","34.0123846, 71.5787458","44.648618, -63.5859487"
Peshawar,PEW,Halifax,YHZ,Pakistan - Canada,PEW-YHZ,9:00am - 3:40pm,5/10/2023,5/13/2023,38h 40m (2 stops),14h 35m in Dubai (DXB) � 3h 50m in Newark (EWR),Multiple airlines � United 6623 operated by AIR CANADA EXPRESS - JAZZ,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,240 ","34.0123846, 71.5787458","44.648618, -63.5859487"
Peshawar,PEW,Quebec City,YQB,Pakistan - Canada,PEW-YQB,9:00am - 4:56pm,5/10/2023,5/13/2023,40h 56m (2 stops),16h 10m in Dubai (DXB) � 6h in Toronto (YYZ),Emirates � Emirates 5757 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,680 ","34.0123846, 71.5787458","46.8137431, -71.2084061"
Peshawar,PEW,Quebec City,YQB,Pakistan - Canada,PEW-YQB,9:00am - 11:14pm,5/10/2023,5/13/2023,47h 14m (2 stops),14h 35m in Dubai (DXB) � 12h 44m in Newark (EWR),Multiple airlines � United 3463 operated by REPUBLIC AIRWAYS DBA UNITED EXPRESS,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$3,104 ","34.0123846, 71.5787458","46.8137431, -71.2084061"
Peshawar,PEW,Quebec City,YQB,Pakistan - Canada,PEW-YQB,3:55am - 6:41pm,5/10/2023,5/13/2023,23h 46m (2 stops),2h 5m in Doha (DOH) � 3h 40m in Montreal (YUL),Multiple airlines � Air Canada 1966 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$4,341 ","34.0123846, 71.5787458","46.8137431, -71.2084061"
Peshawar,PEW,Winnipeg,YWG,Pakistan - Canada,PEW-YWG,9:00am - 2:36pm,5/10/2023,5/13/2023,39h 36m (2 stops),16h 10m in Dubai (DXB) � 3h 30m in Toronto (YYZ),Emirates � Emirates 5775 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$2,446 ","34.0123846, 71.5787458","49.8955367, -97.1384584"
Peshawar,PEW,Winnipeg,YWG,Pakistan - Canada,PEW-YWG,9:00am - 4:05pm,5/10/2023,5/13/2023,41h 5m (2 stops),16h 10m in Dubai (DXB) � 5h in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,446 ","34.0123846, 71.5787458","49.8955367, -97.1384584"
Peshawar,PEW,Winnipeg,YWG,Pakistan - Canada,PEW-YWG,9:00am - 7:10pm,5/10/2023,5/13/2023,44h 10m (2 stops),16h 10m in Dubai (DXB) � 8h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,446 ","34.0123846, 71.5787458","49.8955367, -97.1384584"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 6:50pm,5/10/2023,5/13/2023,9h 5m (1 stop),2h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$478 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 7:50pm,5/10/2023,5/13/2023,10h 5m (1 stop),3h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$478 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 8:50pm,5/10/2023,5/13/2023,11h 5m (1 stop),4h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$478 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 6:00pm,5/10/2023,5/13/2023,11h 0m (1 stop),4h 40m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$549 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 2:10am,5/10/2023,5/13/2023,19h 10m (1 stop),13h in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$549 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
